amusement phone,0.1159048818
ice ice,1
igloo ski,0.276600539
heliport landing,0.3433594738
pizzeria restaurant,0.6641867847
conference office,0.43184843
parking bus,0.5501035821
bazaar market,0.3530098498
supermarket delicatessen,0.5586488514
bridge river,0.5786886634
auto repair,0.5014700925
racecourse soccer,0.1184510222
volleyball basketball,0.7966968577
volleyball promenade,0.1516286049
soccer athletic,0.5814432372
wheat trench,0.1035489352
gas motel,0.2314955736
pizzeria candy,0.1835253057
home theater,0.390916895
street alley,0.6424954014
auto train,0.2458637011
florist sky,0.1347359554
playroom toyshop,0.2965068853
soccer baseball,0.6783079926
pier boardwalk,0.6410308832
army construction,0.2271428494
athletic baseball,0.539630659
museum butchers,0.1245674562
airfield runway,0.5093713677
football baseball,0.7168076676
art market,0.2759795872
stadium baseball,0.5253248536
pizzeria bakery,0.6354350413
clean operating,0.268739919
train amusement,0.2837588679
bazaar street,0.3408270735
conference dining,0.267824882
art art,1
pizzeria delicatessen,0.6163818119
slum campsite,0.1841170289
street bus,0.4352785673
street bus,0.4352785673
skyscraper tower,0.6410207079
parking bus,0.5501035821
driveway forest,0.2740677066
campus volleyball,0.3491865296
stadium soccer,0.5212875456
museum office,0.3323847932
racecourse corral,0.2370395248
waiting dorm,0.2820027589
ice ski,0.3953035343
stable racecourse,0.1272434806
forest field,0.3570619879
boxing parking,0.0950796907
harbor runway,0.185055415
football stadium,0.5753512257
orchard tree,0.5273086954
server gas,0.1073804982
athletic stadium,0.3551824837
bakery pizzeria,0.6354350413
parking motel,0.477216488
mausoleum kasbah,0.2918280045
delicatessen supermarket,0.5586488514
classroom art,0.3504748175
highway railroad,0.5675564825
ice gym,0.2764203144
airplane classroom,0.2339001548
candy bakery,0.4930171339
campsite junkyard,0.1885720147
cafeteria coffee,0.4254830009
gym athletic,0.5002086774
galley kitchen,0.5051841039
food fastfood,0.4065757201
galley kitchen,0.5051841039
market market,1
drugstore motel,0.2526424837
kennel veterinarians,0.45727134
bookstore ticket,0.2860801049
sandbox beer,0.0778856149
parking car,0.504756645
restaurant patio,0.4607135511
racecourse market,0.1202974695
parking downtown,0.5564756471
bakery ice,0.3309251005
train loading,0.2539459461
bazaar market,0.3530098498
basketball athletic,0.6712003845
hospital pharmacy,0.4689205983
bus downtown,0.4403802949
forest highway,0.3723900301
market hardware,0.3710479038
excavation junkyard,0.231513909
ocean oilrig,0.1107457926
lawn pet,0.3385937365
fire music,0.2533448167
park playground,0.6086778769
restaurant bakery,0.6025937411
airfield runway,0.5093713677
flea market,0.3329808838
elevator burial,0.1183716434
motel pharmacy,0.2569528594
plaza embassy,0.3489707345
alley fire,0.29193186
kindergarden veterinarians,0.0318292178
television music,0.3617128818
park campus,0.4279747952
church synagogue,0.6068895584
gas television,0.2094046007
bridge slum,0.1423849862
plaza street,0.5426259251
snowfield ski,0.2149144872
stadium stadium,1
museum booth,0.3722364466
conference office,0.43184843
highway motel,0.4320059918
football baseball,0.7168076676
bus street,0.4352785673
parking street,0.535452529
restaurant beer,0.4445565805
airplane hospital,0.2472786695
berth airplane,0.1637304474
crosswalk residential,0.1542706801
kitchen boxing,0.1330889645
home theater,0.390916895
shed manufactured,0.2124749653
arena discotheque,0.2470710523
candy bakery,0.4930171339
crosswalk parking,0.4003050712
candy market,0.2363703047
gas phone,0.1563018307
amusement gas,0.167188579
hangar fire,0.3040026612
football baseball,0.7168076676
hangar airfield,0.6237281099
server theater,0.1236936956
art butchers,0.098732318
shoe gift,0.3188859555
doorway barndoor,0.0521072757
racecourse raceway,0.4630487855
bus parking,0.5501035821
volleyball baseball,0.6140329136
street bus,0.4352785673
boat balcony,0.3354861492
field bus,0.1893047737
campsite shed,0.2318192655
bedchamber childs,0.0989500921
coast beach,0.6544214743
computer home,0.4309470558
junkyard tree,0.1598165752
restaurant delicatessen,0.4716598551
market ticket,0.2077512386
crosswalk bus,0.3193879478
office computer,0.4380979523
street bus,0.4352785673
parking bus,0.5501035821
art hospital,0.154703947
volleyball athletic,0.5813153523
bakery ice,0.3309251005
sandbox lawn,0.2072738497
subway train,0.6037308386
glacier ice,0.5187184845
coffee beer,0.6196072175
arch medina,0.1324752287
train train,1
market restaurant,0.3046662061
bookstore toyshop,0.2450151168
bakery delicatessen,0.6497097735
bakery coffee,0.5072245441
driveway parking,0.6325957867
delicatessen pizzeria,0.6163818119
arena basketball,0.4358663298
soccer golf,0.5416880163
heliport runway,0.3379396957
physics server,0.1092979598
landing runway,0.5551701837
ski ice,0.3953035343
restaurant pub,0.5976386507
bar beer,0.5072227255
repair beauty,0.1933688325
water beach,0.4372640783
gym basketball,0.4426477793
stadium soccer,0.5212875456
auto bus,0.2659216413
bakery pizzeria,0.6354350413
industrial train,0.226311904
gas general,0.2831213004
football soccer,0.8352942637
courthouse tower,0.3724769163
childs kindergarden,0.3238687337
street fire,0.3551584036
greenhouse corn,0.3337811936
hospital utility,0.2107813489
jail kennel,0.2360867284
garden swamp,0.3002499593
jacuzzi beauty,0.261106372
hotel motel,0.7404688766
stadium baseball,0.5253248536
bus mosque,0.2718577495
beauty chemistry,0.250094444
athletic stadium,0.3551824837
stadium stadium,1
highway downtown,0.4917898412
recreation dining,0.440989427
restaurant delicatessen,0.4716598551
phone museum,0.1309693414
gas highway,0.3701646582
vegetable florist,0.1651476668
coast wave,0.3905723327
pier harbor,0.6340048959
nursing army,0.2024368399
football baseball,0.7168076676
pasture golf,0.1854993637
restaurant pizzeria,0.6641867847
pantry museum,0.2245104329
flea market,0.3329808838
junkyard driveway,0.2888339186
motel sky,0.245473797
coffee beauty,0.2611748516
farm golf,0.2944540575
football soccer,0.8352942637
fire bus,0.262797538
phone street,0.2821277094
playground bus,0.2682239426
pharmacy motel,0.2569528594
phone street,0.2821277094
dorm playroom,0.4631893356
veterinarians beauty,0.0895523877
office computer,0.4380979523
computer office,0.4380979523
airfield runway,0.5093713677
plaza street,0.5426259251
carrousel amusement,0.2319157225
landing runway,0.5551701837
kindergarden playroom,0.3420544536
railroad train,0.5974426848
field highway,0.221709757
volleyball beach,0.4257136433
beauty bathroom,0.3293384951
stable racecourse,0.1272434806
pantry utility,0.2408410822
railroad subway,0.4698112448
building embassy,0.3002732795
museum embassy,0.2874350353
campus plaza,0.4045261898
athletic baseball,0.539630659
subway railroad,0.4698112448
athletic park,0.272003209
hardware shoe,0.2981490485
street train,0.4094160594
lock railroad,0.1781048733
lake watering,0.2309968075
swamp swimming,0.2515880233
athletic soccer,0.5814432372
residential street,0.3846076361
drugstore motel,0.2526424837
railroad subway,0.4698112448
industrial gas,0.4374088303
stable watering,0.1257138903
butchers delicatessen,0.5767268115
nursery childs,0.4550771766
general shopfront,-0.0632614855
dorm veterinarians,0.0052878718
music laundromat,0.0130923366
raceway stadium,0.2376886086
ticket pharmacy,0.2083110864
stadium baseball,0.5253248536
industrial loading,0.2449564401
boardwalk promenade,0.6530394134
crosswalk street,0.401825643
car hangar,0.2280777255
street bus,0.4352785673
field bus,0.1893047737
flea water,0.1991465543
landing airfield,0.5244788233
coast wave,0.3905723327
art art,1
museum carrousel,0.1629460327
loading railroad,0.2587735807
crosswalk arcade,0.0912620898
bar bar,1
reception gym,0.2544084837
arena television,0.2674323184
bank elevator,0.2091129526
athletic baseball,0.539630659
coast harbor,0.577695361
bakery pizzeria,0.6354350413
ice ski,0.3953035343
gas bus,0.2556301244
ocean beach,0.6547522091
mountain raft,0.3313740432
museum museum,1
coast wave,0.3905723327
playground lawn,0.4814296743
corral racecourse,0.2370395248
golf rope,0.2146293996
stadium baseball,0.5253248536
clothing museum,0.2740516784
motel gas,0.2314955736
street bus,0.4352785673
ski bus,0.2694471557
athletic golf,0.4226085537
general gas,0.2831213004
candy supermarket,0.3834466231
assembly parking,0.159067435
driveway park,0.4651986342
kindergarden recreation,0.0873473352
crosswalk street,0.401825643
ice ski,0.3953035343
dining art,0.2882342265
street bus,0.4352785673
parking street,0.535452529
shower bathroom,0.8134645628
candy supermarket,0.3834466231
aquarium fountain,0.4189807189
diner motel,0.5163875223
construction downtown,0.3591100353
landing runway,0.5551701837
parking bus,0.5501035821
railroad train,0.5974426848
physics chemistry,0.6374085798
music television,0.3617128818
veterinarians beer,0.0187474292
airfield runway,0.5093713677
delicatessen market,0.1706539388
amusement plaza,0.2919619436
ski ski,1
auto junkyard,0.3051225628
museum auto,0.192997798
bakery market,0.3219203902
playroom television,0.1473262423
highway motel,0.4320059918
restaurant diner,0.692518188
heliport industrial,0.0675496762
home office,0.5034039452
heliport airfield,0.5950234939
athletic baseball,0.539630659
stadium baseball,0.5253248536
building synagogue,0.3695276117
market beer,0.2824847071
promenade street,0.4166357386
boat watering,0.1605241675
subway train,0.6037308386
yard construction,0.3306484224
porch coffee,0.3295964932
oilrig islet,0.105414113
alcove medina,0.1741258846
stable racecourse,0.1272434806
picnic park,0.5784859205
soccer baseball,0.6783079926
synagogue courthouse,0.4144322538
racecourse stable,0.1272434806
football soccer,0.8352942637
museum courthouse,0.4132109822
heliport runway,0.3379396957
highway parking,0.5042240061
bazaar downtown,0.2973421922
tree aqueduct,0.0556711667
soccer baseball,0.6783079926
parking crosswalk,0.4003050712
bakery department,0.2981410304
supermarket market,0.4202120154
office dorm,0.385186698
restaurant delicatessen,0.4716598551
highway parking,0.5042240061
beach ice,0.2812503367
nursing market,0.2030330986
laundromat utility,0.131050521
greenhouse lock,0.1017909047
museum museum,1
youth nursing,0.3405653921
field highway,0.221709757
mountain snowfield,0.2425838475
field raceway,0.1345057896
motel pharmacy,0.2569528594
motel cockpit,0.1311161125
pet gift,0.4098425961
stadium stadium,1
loading stable,0.3748500349
stadium arena,0.6341226979
bar auditorium,0.2552673531
heliport runway,0.3379396957
kindergarden museum,0.0844024517
amusement storage,0.1378260883
ice pizzeria,0.2109405319
ticket bus,0.4380884724
football soccer,0.8352942637
volleyball bus,0.1588642952
fire playground,0.2812333915
car bathroom,0.3355045109
stadium soccer,0.5212875456
gymnasium museum,0.3341612496
football soccer,0.8352942637
subway train,0.6037308386
landfill construction,0.4104461726
youth hospital,0.2673920834
shopping airport,0.3775241948
delicatessen pizzeria,0.6163818119
pizzeria delicatessen,0.6163818119
campus tower,0.278229129
street harbor,0.3283537105
forest highway,0.3723900301
highway bridge,0.5515920046
utility bathroom,0.250833469
yard lawn,0.6442289095
cliff canyon,0.5908959918
landing runway,0.5551701837
food cafeteria,0.4805071428
bus carrousel,0.0911573272
assembly auto,0.256602639
shoe beer,0.2369376742
barndoor loading,-0.0759437181
parking phone,0.2707134808
nursing physics,0.2583273865
utility raceway,0.0924698417
athletic football,0.5973921484
candy bakery,0.4930171339
pavilion gazebo,0.6147230302
construction mezzanine,0.2682029024
beauty veterinarians,0.0895523877
rainforest topiary,0.1713395866
waiting beauty,0.2610298306
industrial railroad,0.4233258018
stadium soccer,0.5212875456
runway heliport,0.3379396957
general motel,0.158938739
heliport airfield,0.5950234939
tower water,0.3437631654
soccer baseball,0.6783079926
toyshop pantry,0.102324039
heliport airfield,0.5950234939
boathouse park,0.3660412157
racecourse athletic,0.1075268827
forest forest,1
cafeteria art,0.131000522
industrial railroad,0.4233258018
beauty ice,0.2190282885
stadium baseball,0.5253248536
bullring racecourse,0.4232460275
gymnasium gym,0.6676547025
veterinarians bakery,0.1639745154
berth living,0.1355955014
army runway,0.1333517006
loading street,0.1446955809
stadium baseball,0.5253248536
restaurant pizzeria,0.6641867847
movie theater,0.5229607958
railroad viaduct,0.494828087
office computer,0.4380979523
parking bus,0.5501035821
lake watering,0.2309968075
kitchen restaurant,0.5172020477
market ball,0.1713450986
train railroad,0.5974426848
street crosswalk,0.401825643
pier canal,0.4591351619
ski ski,1
motel hangar,0.2756978297
baseball park,0.3631694387
subway railroad,0.4698112448
slum bazaar,0.280589717
street crosswalk,0.401825643
stadium baseball,0.5253248536
youth dorm,0.2425352051
subway railroad,0.4698112448
street plaza,0.5426259251
nursing dorm,0.2776453938
market toyshop,0.0143963853
bathroom shower,0.8134645628
parking water,0.3409243572
ice railroad,0.1609824994
ballroom gym,0.4386211506
living dorm,0.3919558257
parking building,0.4501845843
physics chemistry,0.6374085798
tree park,0.4056351158
slum lock,0.0417397356
building museum,0.4734716168
field highway,0.221709757
burial grotto,0.325150406
computer office,0.4380979523
boat harbor,0.5489984652
arena ice,0.2782298257
pet veterinarians,0.4878027311
pasture racecourse,0.28554826
tower courthouse,0.3724769163
parking igloo,0.0543003912
ocean lagoon,0.6437286079
stadium stadium,1
golf baseball,0.5381858607
auto train,0.2458637011
gift art,0.380369347
subway train,0.6037308386
art basketball,0.2409694576
bus loading,0.2815602343
runway airfield,0.5093713677
chemistry kitchen,0.173891469
manufactured loading,0.1811706821
music server,0.1397417194
booth conference,0.4338942909
home childs,0.2426629025
barn motel,0.3993659675
market butchers,0.1963910343
farm hayfield,0.290613702
recreation berth,0.1044685239
ocean wave,0.4794175414
soccer stadium,0.5212875456
industrial water,0.3739282159
landing runway,0.5551701837
industrial railroad,0.4233258018
football baseball,0.7168076676
industrial train,0.226311904
manufactured train,0.0910743207
parking street,0.535452529
palace tower,0.4855026368
dining cafeteria,0.5200187148
railroad train,0.5974426848
landfill pizzeria,0.1377494482
field lawn,0.344874282
construction excavation,0.5099875255
parking junkyard,0.1838322442
hospital parking,0.3276309643
motel forest,0.2352013536
runway airfield,0.5093713677
boxing television,0.2818784661
bakery pizzeria,0.6354350413
bus subway,0.5747273819
auto parking,0.2759003499
field highway,0.221709757
home office,0.5034039452
kennel veterinarians,0.45727134
army ticket,0.1346734169
hangar landing,0.5055419887
runway airfield,0.5093713677
apartment hospital,0.3718424544
subway train,0.6037308386
bakery candy,0.4930171339
heliport airfield,0.5950234939
industrial railroad,0.4233258018
delicatessen ice,0.1021441059
industrial railroad,0.4233258018
living television,0.3389746504
street parking,0.535452529
parking crosswalk,0.4003050712
physics art,0.291207644
drugstore motel,0.2526424837
parking toyshop,-0.0722806328
fastfood ticket,-0.0016870869
highway bus,0.5241646822
office home,0.5034039452
parking crosswalk,0.4003050712
restaurant diner,0.692518188
restaurant kitchen,0.5172020477
stage music,0.3846622396
pet sandbox,0.2451662077
utility server,0.3559748439
clothing carrousel,-0.0938264946
lake watering,0.2309968075
park motel,0.4784760794
football soccer,0.8352942637
restaurant pizzeria,0.6641867847
jail medina,0.1909672223
childs dorm,0.20326978
biology art,0.2857720961
ice nursing,0.0966624567
parking street,0.535452529
art elevator,0.1105441552
porch tree,0.4336983728
driveway parking,0.6325957867
coffee bakery,0.5072245441
landing runway,0.5551701837
promenade ice,0.1298426049
arena racecourse,0.2613442978
street fire,0.3551584036
boxing baseball,0.4732580881
bullring stadium,0.3298608546
diner general,0.0865814456
shed railroad,0.2743086056
field golf,0.3302249492
railroad subway,0.4698112448
pier boat,0.6173625898
music physics,0.2264576523
gas crosswalk,0.0386404578
phone ice,0.1708786874
hotel hospital,0.3863955773
parking street,0.535452529
living theater,0.3276213554
landing runway,0.5551701837
ice beer,0.3944094442
bullring baseball,0.0773594487
botanical stage,0.0503788863
alley street,0.6424954014
restaurant plaza,0.4358763958
swimming fountain,0.4512721928
ball sandbox,0.106454508
park picnic,0.5784859205
candy bakery,0.4930171339
tree soccer,0.1763588722
bridge tower,0.5083823802
pharmacy computer,0.2370297483
ticket hospital,0.1787598157
cafeteria restaurant,0.547013421
heliport sky,0.1252352225
dorm childs,0.20326978
street crosswalk,0.401825643
heliport airfield,0.5950234939
subway train,0.6037308386
parking physics,0.082902594
bathroom kitchen,0.8002902771
soccer baseball,0.6783079926
raceway street,0.1834311843
airfield runway,0.5093713677
stadium baseball,0.5253248536
market market,1
slum shopfront,0.1687232417
bus gas,0.2556301244
cockpit bank,0.1028618188
mosque embassy,0.4382323668
garden picnic,0.5702588393
veterinarians stable,0.1451372878
restaurant jail,0.2222358675
office classroom,0.3747494394
parking phone,0.2707134808
arch tower,0.4173305115
utility bathroom,0.250833469
drugstore gas,0.1781389069
crosswalk campus,0.2330511446
pharmacy motel,0.2569528594
museum archive,0.3694174793
alcove pizzeria,0.2134350753
hardware ice,0.1279567974
boat iceberg,0.3134149695
heliport parking,0.3087289658
stage market,0.2769379767
stadium baseball,0.5253248536
slum watering,0.1947568199
ticket motel,0.2867233531
delicatessen pizzeria,0.6163818119
soccer baseball,0.6783079926
bakery pizzeria,0.6354350413
schoolhouse general,0.044696096
amusement art,0.2651375314
medina laundromat,0.1825735904
art beauty,0.4586152408
street bazaar,0.3408270735
movie theater,0.5229607958
street loading,0.1446955809
flea bakery,0.2454296338
dining kitchen,0.669854602
restaurant pizzeria,0.6641867847
bazaar market,0.3530098498
highway raceway,0.2706587369
parking subway,0.4706392378
ski ice,0.3953035343
arcade auto,0.1675663032
garden campsite,0.36179395
parking street,0.535452529
downtown street,0.6261471602
coast ocean,0.6486133882
butchers bakery,0.4923657615
booth street,0.3404998749
volleyball rope,0.22021159
restaurant coffee,0.4781928358
auditorium stadium,0.5200442094
tower sky,0.4483089785
pasture orchard,0.5722330575
utility physics,0.1322914338
stadium soccer,0.5212875456
music beauty,0.3170554008
volleyball basketball,0.7966968577
promenade volleyball,0.1516286049
food delicatessen,0.3552958029
crosswalk downtown,0.3013068367
museum veterinarians,0.1571254099
downtown crosswalk,0.3013068367
bus street,0.4352785673
television dorm,0.1888905313
gym baseball,0.3522510411
synagogue alcove,0.1892040056
phone crosswalk,0.0601270893
athletic baseball,0.539630659
cliff coast,0.4383565502
sky airfield,0.239780164
boathouse harbor,0.4516589119
football baseball,0.7168076676
parking raceway,0.1887316992
soccer athletic,0.5814432372
plaza phone,0.1143749852
crosswalk street,0.401825643
park picnic,0.5784859205
bridge boardwalk,0.4242181487
industrial railroad,0.4233258018
delicatessen bakery,0.6497097735
market bazaar,0.3530098498
supermarket pet,0.2800703904
gas industrial,0.4374088303
fountain igloo,0.2482115458
parking bus,0.5501035821
village inn,0.4645828586
corral playground,0.3020136185
playroom childs,0.4328262239
hangar runway,0.4579047709
parking bus,0.5501035821
airport television,0.1691160368
highway hospital,0.3110557487
hangar airfield,0.6237281099
alcove waiting,0.1853022759
industrial railroad,0.4233258018
delicatessen fastfood,0.4614381067
arena baseball,0.3824606458
hangar loading,0.2353104996
canal canal,1
boat junkyard,0.2179114599
plaza beer,0.1757463842
galley kitchen,0.5051841039
pharmacy hospital,0.4689205983
coast wave,0.3905723327
football soccer,0.8352942637
highway bus,0.5241646822
heliport railroad,0.1638571079
dorm utility,0.1212825602
server amusement,0.0415970956
shopfront throne,-0.0136293445
desert highway,0.3892706038
drugstore pharmacy,0.7124600139
ice wave,0.2749331287
beauty chemistry,0.250094444
coast sky,0.3863516974
basement server,0.1418961389
badlands desert,0.4778320872
soccer baseball,0.6783079926
gym baseball,0.3522510411
physics beauty,0.1741785688
stage arena,0.4394408101
subway train,0.6037308386
bus parking,0.5501035821
crosswalk downtown,0.3013068367
landfill rainforest,0.2486105279
parking street,0.535452529
doorway server,0.1275454738
delicatessen general,0.0594667637
parking car,0.504756645
subway train,0.6037308386
highway bus,0.5241646822
landing runway,0.5551701837
plaza street,0.5426259251
stadium baseball,0.5253248536
soccer baseball,0.6783079926
motel building,0.2853806669
street alley,0.6424954014
athletic stadium,0.3551824837
campus ice,0.1260169976
athletic baseball,0.539630659
parking parking,1
theater television,0.452236242
porch balcony,0.7086369155
office home,0.5034039452
stadium baseball,0.5253248536
repair auto,0.5014700925
industrial ticket,0.050827659
ski ice,0.3953035343
art youth,0.3286888143
coffee ice,0.4552197442
fastfood delicatessen,0.4614381067
gas crosswalk,0.0386404578
highway street,0.5147787362
church museum,0.4101305181
gas junkyard,0.1659839203
street bus,0.4352785673
television recreation,0.2545695551
market bazaar,0.3530098498
train subway,0.6037308386
kennel baseball,0.135384014
sandbox ball,0.106454508
railroad train,0.5974426848
drugstore general,0.1779735951
hayfield field,0.1009509062
porch arcade,0.1601046064
fire bus,0.262797538
auto auto,1
heliport runway,0.3379396957
living home,0.621851323
greenhouse water,0.3606086383
pharmacy beauty,0.2213132592
toyshop ballroom,0.0822146877
plaza crosswalk,0.3440353196
downtown crosswalk,0.3013068367
construction landfill,0.4104461726
medina racecourse,0.2208506551
berth car,0.1687280151
stadium athletic,0.3551824837
subway train,0.6037308386
field highway,0.221709757
football baseball,0.7168076676
excavation racecourse,0.154307309
elevator conference,0.1826894511
bathroom jail,0.1934164821
fastfood coffee,0.2366899341
amusement arch,0.2375368312
restaurant galley,0.2830405183
alcove jail,-0.0062565266
building pagoda,0.2915449979
loading bus,0.2815602343
dorm home,0.3909763802
airfield runway,0.5093713677
classroom kindergarden,0.3868469403
basketball athletic,0.6712003845
embassy parking,0.2079237072
landing runway,0.5551701837
dorm nursing,0.2776453938
fire bus,0.262797538
chemistry coffee,0.1845449355
airfield landing,0.5244788233
runway airfield,0.5093713677
candy childs,0.2604445302
gift toyshop,0.0477973297
bus train,0.6478865414
street auto,0.2696290718
kindergarden recreation,0.0873473352
athletic baseball,0.539630659
amusement raceway,0.2472181548
server office,0.2943059126
gymnasium athletic,0.416773627
amusement beauty,0.293521876
iceberg ice,0.3915941893
athletic volleyball,0.5813153523
tree fire,0.3562925483
archaelogical trench,0.0845138147
football soccer,0.8352942637
garden sandbox,0.2189883745
shopfront bus,0.015867536
bus subway,0.5747273819
forest orchard,0.4933497618
railroad train,0.5974426848
chemistry beauty,0.250094444
skyscraper gas,0.0607962496
sauna locker,0.3907805969
pagoda tower,0.4287147864
viaduct railroad,0.494828087
industrial bus,0.1989499154
ocean coast,0.6486133882
slum market,0.1456779178
market delicatessen,0.1706539388
airport subway,0.4660859615
railroad train,0.5974426848
parking street,0.535452529
clean gym,0.3003619434
embassy crosswalk,0.1162227623
runway airfield,0.5093713677
ballroom desert,0.1662604599
golf soccer,0.5416880163
park baseball,0.3631694387
museum plaza,0.4467550689
parking bus,0.5501035821
railroad bus,0.4180781508
dressing veterinarians,0.0722510447
arena raceway,0.250674865
repair street,0.1904228676
parking bus,0.5501035821
synagogue courthouse,0.4144322538
beach boathouse,0.349460635
downtown crosswalk,0.3013068367
soccer baseball,0.6783079926
bazaar market,0.3530098498
delicatessen office,0.1398083377
hangar bus,0.2426542095
repair auto,0.5014700925
zen driveway,0.1051609077
hospital nursing,0.6856774416
army runway,0.1333517006
sandbox street,0.1444512812
motel crosswalk,0.1396212599
basketball ice,0.282226507
art physics,0.291207644
plaza parking,0.5183281402
fire bus,0.262797538
coffee ice,0.4552197442
amusement tower,0.2725940588
parking bus,0.5501035821
motel fire,0.2756923076
landing runway,0.5551701837
landing underwater,0.3079499477
railroad train,0.5974426848
ocean water,0.6006318711
auto repair,0.5014700925
bridge lock,0.3176737946
porch balcony,0.7086369155
plaza crosswalk,0.3440353196
army landing,0.2705628725
ice coffee,0.4552197442
fastfood general,-0.0092892546
beach railroad,0.2097513556
plaza patio,0.4192286061
garden patio,0.7116273728
delicatessen bakery,0.6497097735
museum subway,0.3264526737
tower museum,0.3740406779
hangar hangar,1
conference booth,0.4338942909
waiting dining,0.2908133819
street highway,0.5147787362
office tower,0.3367117676
berth veterinarians,-0.0925845688
bakery pizzeria,0.6354350413
plaza embassy,0.3489707345
stadium soccer,0.5212875456
train boat,0.3708455469
alley crosswalk,0.4018161236
airport bus,0.5953963357
art childs,0.1988987571
ticket motel,0.2867233531
bullring baseball,0.0773594487
skyscraper apartment,0.3395607341
stadium stadium,1
bar pub,0.5795454377
soccer baseball,0.6783079926
inn general,0.1596249195
beauty gym,0.2811866063
candy ice,0.5111896546
football athletic,0.5973921484
aquarium movie,0.1398106387
landing runway,0.5551701837
playground volleyball,0.4968174562
orchard railroad,0.2976226269
